Account,Invoice number,Invoice Date,Year,Month,Product,Quantity, Invoice amount 
1955,3599226,7/01/2013,2013,1,119,167," $59,861.63 "
1447,3497326,7/01/2013,2013,1,106,203," $67,948.61 "
1219,3954703,7/01/2013,2013,1,246,143," $6,488.63 "
1958,3205724,7/01/2013,2013,1,250,82," $29,321.21 "
1158,3584931,7/01/2013,2013,1,113,169," $25,958.40 "
1269,3450116,6/01/2013,2013,1,222,20," $1,890.02 "
1864,3082263,6/01/2013,2013,1,285,159," $24,476.36 "
1630,3332522,6/01/2013,2013,1,166,89," $28,554.17 "
1575,3834964,6/01/2013,2013,1,114,130," $17,316.00 "
1856,3592261,6/01/2013,2013,1,183,273," $69,205.50 "
1917,3144930,5/01/2013,2013,1,215,104," $27,728.29 "
1803,3830325,5/01/2013,2013,1,254,265," $98,119.86 "
1715,3576522,5/01/2013,2013,1,157,143," $54,614.56 "
1591,3878404,5/01/2013,2013,1,203,200," $13,352.73 "
1235,3760134,5/01/2013,2013,1,251,155," $34,444.44 "
1815,3284518,5/01/2013,2013,1,296,131," $35,621.52 "
1138,3919553,4/01/2013,2013,1,110,14," $1,820.00 "
1587,3570872,4/01/2013,2013,1,157,202," $77,147.84 "
1269,3043537,4/01/2013,2013,1,261,12," $3,787.20 "
1392,3347172,4/01/2013,2013,1,106,228," $76,316.67 "
1148,3748388,4/01/2013,2013,1,260,56," $11,931.82 "
1219,3765628,2/01/2013,2013,1,102,273," $89,612.25 "
1790,3774446,2/01/2013,2013,1,124,260," $31,460.00 "
1803,3295147,2/01/2013,2013,1,119,37," $13,262.76 "
1790,3690027,2/01/2013,2013,1,108,83," $5,478.00 "
1130,3152372,2/01/2013,2013,1,204,247," $53,490.94 "
1917,3846484,1/01/2013,2013,1,173,73," $36,822.77 "
1447,3654551,1/01/2013,2013,1,299,274," $64,884.72 "
1806,3335737,1/01/2013,2013,1,271,72," $18,065.45 "
1600,3168105,1/01/2013,2013,1,281,238," $52,888.89 "
1503,3776961,1/01/2013,2013,1,204,81," $17,541.56 "
1551,3772838,1/01/2013,2013,1,268,126," $16,439.56 "
1584,3193648,1/01/2013,2013,1,102,12," $3,939.00 "
1973,3526245,1/01/2013,2013,1,255,22," $6,930.00 "
1919,3666819,30/12/2012,2012,12,166,359," $115,179.17 "
1138,3707653,30/12/2012,2012,12,215,50," $11,109.09 "
1375,3570831,30/12/2012,2012,12,260,291," $49,602.27 "
1887,3923897,30/12/2012,2012,12,184,129," $48,052.50 "
1614,3601460,29/12/2012,2012,12,206,22," $6,494.40 "
1958,3259268,29/12/2012,2012,12,222,289," $24,827.99 "
1219,3379122,29/12/2012,2012,12,107,106," $9,144.91 "
1148,3768717,29/12/2012,2012,12,228,120," $17,381.25 "
1955,3134173,29/12/2012,2012,12,173,58," $23,405.16 "
1612,3850456,28/12/2012,2012,12,250,179," $58,672.22 "
1478,3820447,28/12/2012,2012,12,280,66," $20,966.40 "
1187,3347247,28/12/2012,2012,12,225,79," $7,627.89 "
1329,3388323,28/12/2012,2012,12,285,121," $18,626.67 "
1478,3535292,27/12/2012,2012,12,183,188," $42,362.67 "
1856,3794699,26/12/2012,2012,12,148,266," $41,805.23 "
1392,3179863,26/12/2012,2012,12,148,184," $28,917.90 "
1126,3895366,26/12/2012,2012,12,140,256," $107,764.36 "
1628,3345140,26/12/2012,2012,12,228,23," $3,331.41 "
1584,3077602,26/12/2012,2012,12,124,80," $8,800.00 "
1630,3538665,26/12/2012,2012,12,259,86," $34,964.16 "
1183,3929748,26/12/2012,2012,12,228,226," $32,734.69 "
1838,3453853,26/12/2012,2012,12,133,35," $7,544.44 "
1917,3004364,25/12/2012,2012,12,157,246," $78,293.60 "
1052,3938637,24/12/2012,2012,12,184,171," $63,697.50 "
1412,3420327,24/12/2012,2012,12,252,71," $14,292.30 "
1608,3663027,24/12/2012,2012,12,207,275," $116,092.78 "
1864,3580808,24/12/2012,2012,12,113,216," $27,648.00 "
1190,3300003,24/12/2012,2012,12,225,276," $26,649.33 "
1790,3450305,23/12/2012,2012,12,124,248," $27,280.00 "
1464,3234924,23/12/2012,2012,12,124,94," $10,340.00 "
1613,3535823,23/12/2012,2012,12,268,190," $20,976.00 "
1190,3571659,22/12/2012,2012,12,288,144," $21,034.47 "
1386,3486983,22/12/2012,2012,12,180,68," $8,330.00 "
1092,3070128,22/12/2012,2012,12,281,234," $46,800.00 "
1606,3746500,22/12/2012,2012,12,299,175," $33,152.78 "
1183,3431673,22/12/2012,2012,12,284,194," $11,601.20 "
1235,3647626,21/12/2012,2012,12,296,264," $65,260.80 "
1936,3561836,21/12/2012,2012,12,196,155," $19,375.00 "
1629,3155571,21/12/2012,2012,12,230,241," $48,585.60 "
1104,3394067,21/12/2012,2012,12,191,142," $35,784.00 "
1138,3304340,20/12/2012,2012,12,203,140," $8,568.00 "
1614,3390785,20/12/2012,2012,12,157,2, $636.53 
1176,3142532,20/12/2012,2012,12,235,112," $9,520.00 "
1386,3708715,20/12/2012,2012,12,119,88," $26,286.55 "
1455,3365636,20/12/2012,2012,12,216,272," $103,722.67 "
1104,3049223,19/12/2012,2012,12,110,122," $13,216.67 "
1886,3333503,19/12/2012,2012,12,169,215," $35,948.00 "
1130,3852156,19/12/2012,2012,12,284,158," $9,448.40 "
1455,3049233,19/12/2012,2012,12,251,194," $34,488.89 "
1936,3307400,19/12/2012,2012,12,288,239," $34,911.38 "
1441,3648779,19/12/2012,2012,12,108,202," $13,332.00 "
1864,3182254,18/12/2012,2012,12,254,10," $3,133.00 "
1803,3836397,18/12/2012,2012,12,250,9," $2,950.00 "
1166,3707814,18/12/2012,2012,12,284,267," $15,966.60 "
1894,3537836,18/12/2012,2012,12,114,97," $10,767.00 "
1281,3596899,18/12/2012,2012,12,117,58," $22,259.11 "
1600,3009014,17/12/2012,2012,12,204,188," $32,571.00 "
1463,3286221,17/12/2012,2012,12,225,42," $4,055.33 "
1038,3799583,16/12/2012,2012,12,220,8," $1,683.00 "
1219,3512298,16/12/2012,2012,12,114,30," $3,330.00 "
1183,3307893,16/12/2012,2012,12,157,194," $61,743.73 "
1815,3179154,16/12/2012,2012,12,186,219," $49,336.59 "
1587,3506258,14/12/2012,2012,12,191,152," $38,304.00 "
1522,3560623,14/12/2012,2012,12,280,282," $89,583.71 "
1478,3132120,14/12/2012,2012,12,191,243," $61,236.00 "
1586,3033175,13/12/2012,2012,12,250,142," $46,544.44 "
1894,3428350,13/12/2012,2012,12,292,124," $31,310.00 "
1375,3663663,13/12/2012,2012,12,173,168," $67,794.25 "
1455,3616022,13/12/2012,2012,12,206,153," $45,165.60 "
1137,3497465,12/12/2012,2012,12,227,39," $2,680.36 "
1386,3319118,12/12/2012,2012,12,122,37," $12,837.15 "
1125,3681293,11/12/2012,2012,12,157,190," $60,470.67 "
1104,3682477,11/12/2012,2012,12,140,133," $55,986.95 "
1630,3575388,11/12/2012,2012,12,102,155," $45,225.56 "
1587,3444959,11/12/2012,2012,12,141,292," $67,850.18 "
1608,3653751,11/12/2012,2012,12,227,63," $4,329.82 "
1947,3983493,11/12/2012,2012,12,228,151," $21,871.41 "
1973,3511268,11/12/2012,2012,12,217,297," $95,337.00 "
1184,3378937,10/12/2012,2012,12,186,197," $44,380.41 "
1606,3529179,10/12/2012,2012,12,259,181," $73,587.36 "
1864,3334018,9/12/2012,2012,12,131,327," $143,471.25 "
1569,3758488,9/12/2012,2012,12,118,148," $44,363.00 "
1612,3578822,9/12/2012,2012,12,203,223," $13,647.60 "
1219,3426275,9/12/2012,2012,12,187,160," $52,480.00 "
1184,3481269,8/12/2012,2012,12,180,190," $23,275.00 "
1630,3587803,8/12/2012,2012,12,235,90," $7,650.00 "
1750,3804358,8/12/2012,2012,12,197,262," $10,527.64 "
1721,3307912,8/12/2012,2012,12,173,189," $76,268.53 "
1465,3026223,8/12/2012,2012,12,157,128," $40,738.13 "
1464,3375073,8/12/2012,2012,12,206,26," $7,675.20 "
1392,3343066,8/12/2012,2012,12,206,27," $7,970.40 "
1077,3828518,8/12/2012,2012,12,288,133," $19,427.67 "
1190,3515998,8/12/2012,2012,12,113,232," $29,696.00 "
1587,3932608,7/12/2012,2012,12,222,268," $23,023.88 "
1329,3943415,7/12/2012,2012,12,118,74," $22,181.50 "
1629,3864019,5/12/2012,2012,12,106,74," $19,815.56 "
1375,3770348,4/12/2012,2012,12,118,82," $24,579.50 "
1441,3395264,4/12/2012,2012,12,260,61," $10,397.73 "
1454,3768152,4/12/2012,2012,12,193,136," $13,770.00 "
1176,3506412,4/12/2012,2012,12,148,161," $25,303.16 "
1630,3104796,4/12/2012,2012,12,184,248," $92,380.00 "
1815,3907128,3/12/2012,2012,12,267,266," $64,130.18 "
1257,3954424,3/12/2012,2012,12,239,203," $37,430.66 "
1148,3442459,3/12/2012,2012,12,228,187," $27,085.78 "
1790,3380671,2/12/2012,2012,12,217,102," $32,742.00 "
1587,3572795,2/12/2012,2012,12,214,22," $3,465.00 "
1608,3816198,2/12/2012,2012,12,281,263," $52,600.00 "
1586,3368466,1/12/2012,2012,12,286,256," $59,980.80 "
1191,3855112,1/12/2012,2012,12,255,22," $5,544.00 "
1806,3611776,1/12/2012,2012,12,180,94," $11,515.00 "
1463,3290785,1/12/2012,2012,12,166,297," $95,287.50 "
1806,3865412,1/12/2012,2012,12,117,8," $3,070.22 "
1176,3869991,30/11/2012,2012,11,207,250," $105,538.89 "
1760,3772115,30/11/2012,2012,11,251,36," $6,400.00 "
1838,3286304,30/11/2012,2012,11,252,126," $25,363.80 "
1887,3033635,30/11/2012,2012,11,157,119," $37,873.73 "
1919,3109911,29/11/2012,2012,11,117,131," $50,274.89 "
1584,3990282,28/11/2012,2012,11,254,74," $23,184.20 "
1467,3026739,28/11/2012,2012,11,107,220," $18,980.00 "
1794,3170853,28/11/2012,2012,11,140,93," $39,148.77 "
1806,3679656,28/11/2012,2012,11,276,278," $48,789.00 "
1187,3403138,27/11/2012,2012,11,122,113," $39,205.35 "
1467,3926614,27/11/2012,2012,11,124,31," $3,410.00 "
1219,3256456,27/11/2012,2012,11,267,130," $31,341.82 "
1191,3605300,27/11/2012,2012,11,170,283," $74,583.36 "
1886,3638968,27/11/2012,2012,11,169,64," $10,700.80 "
1801,3290576,26/11/2012,2012,11,124,81," $8,910.00 "
1630,3318542,25/11/2012,2012,11,285,132," $20,320.00 "
1614,3485699,25/11/2012,2012,11,124,283," $31,130.00 "
1166,3200224,25/11/2012,2012,11,251,187," $33,244.44 "
1608,3208393,25/11/2012,2012,11,169,80," $13,376.00 "
1693,3479376,25/11/2012,2012,11,157,223," $70,973.47 "
1569,3894668,25/11/2012,2012,11,197,254," $10,206.18 "
1104,3930973,24/11/2012,2012,11,274,226," $76,655.09 "
1184,3208701,23/11/2012,2012,11,186,195," $43,929.84 "
1092,3544284,23/11/2012,2012,11,107,222," $19,152.55 "
1947,3453551,23/11/2012,2012,11,100,75," $26,427.27 "
1441,3899357,23/11/2012,2012,11,228,215," $31,141.41 "
1038,3146788,23/11/2012,2012,11,286,78," $18,275.40 "
1190,3839215,22/11/2012,2012,11,172,75," $22,745.45 "
1715,3165377,22/11/2012,2012,11,210,39," $4,520.45 "
1052,3552094,22/11/2012,2012,11,252,132," $26,571.60 "
1478,3486573,22/11/2012,2012,11,100,31," $10,923.27 "
1887,3333312,22/11/2012,2012,11,210,41," $4,752.27 "
1735,3887732,22/11/2012,2012,11,285,186," $28,632.73 "
1794,3411916,21/11/2012,2012,11,217,170," $54,570.00 "
1587,3885681,20/11/2012,2012,11,131,6," $2,632.50 "
1856,3449436,19/11/2012,2012,11,186,211," $47,534.34 "
1054,3925024,19/11/2012,2012,11,180,31," $3,797.50 "
1038,3758428,18/11/2012,2012,11,210,44," $5,100.00 "
1628,3272479,18/11/2012,2012,11,180,254," $31,115.00 "
1054,3661718,18/11/2012,2012,11,280,109," $34,626.33 "
1947,3999238,18/11/2012,2012,11,149,200," $32,381.82 "
1184,3680843,17/11/2012,2012,11,139,44," $4,282.67 "
1130,3667067,17/11/2012,2012,11,107,190," $16,391.82 "
1613,3948713,17/11/2012,2012,11,261,158," $49,864.80 "
1059,3191855,17/11/2012,2012,11,254,105," $32,896.50 "
1803,3730540,16/11/2012,2012,11,222,176," $15,120.16 "
1257,3052657,16/11/2012,2012,11,108,42," $2,772.00 "
1806,3847673,15/11/2012,2012,11,222,193," $16,580.63 "
1077,3736262,14/11/2012,2012,11,255,5," $1,260.00 "
1235,3416607,14/11/2012,2012,11,170,48," $12,650.18 "
1919,3758264,14/11/2012,2012,11,173,15," $6,053.06 "
1059,3920952,14/11/2012,2012,11,220,120," $25,245.00 "
1586,3887647,14/11/2012,2012,11,118,181," $54,254.75 "
1677,3986421,14/11/2012,2012,11,166,70," $22,458.33 "
1790,3687264,14/11/2012,2012,11,140,253," $106,501.50 "
1894,3207333,13/11/2012,2012,11,246,137," $5,651.25 "
1158,3097070,13/11/2012,2012,11,217,135," $43,335.00 "
1038,3581778,12/11/2012,2012,11,187,35," $11,480.00 "
1454,3583373,12/11/2012,2012,11,114,190," $21,090.00 "
1591,3619531,12/11/2012,2012,11,286,300," $70,290.00 "
1464,3299264,12/11/2012,2012,11,133,60," $12,933.33 "
1803,3350076,11/11/2012,2012,11,214,131," $20,632.50 "
1464,3314706,10/11/2012,2012,11,169,79," $13,208.80 "
1464,3606175,10/11/2012,2012,11,239,109," $20,098.24 "
1191,3263213,10/11/2012,2012,11,285,36," $5,541.82 "
1973,3034783,9/11/2012,2012,11,149,131," $21,210.09 "
1166,3324782,9/11/2012,2012,11,122,205," $71,124.75 "
1386,3568738,9/11/2012,2012,11,117,260," $99,782.22 "
1608,3504911,9/11/2012,2012,11,102,267," $77,904.67 "
1587,3847457,8/11/2012,2012,11,288,112," $16,360.15 "
1586,3993109,8/11/2012,2012,11,117,193," $74,069.11 "
1503,3199932,8/11/2012,2012,11,106,212," $56,768.89 "
1496,3649768,8/11/2012,2012,11,215,262," $58,211.64 "
1187,3402774,8/11/2012,2012,11,220,147," $30,925.13 "
1936,3545129,7/11/2012,2012,11,223,129," $16,286.25 "
1551,3908567,7/11/2012,2012,11,268,251," $27,710.40 "
1187,3172526,6/11/2012,2012,11,173,204," $82,321.59 "
1329,3275579,6/11/2012,2012,11,114,114," $12,654.00 "
1059,3482229,6/11/2012,2012,11,204,18," $3,118.50 "
1092,3372952,6/11/2012,2012,11,159,99," $12,498.75 "
1628,3813311,5/11/2012,2012,11,285,99," $15,240.00 "
1432,3880583,5/11/2012,2012,11,113,161," $20,608.00 "
1608,3072442,5/11/2012,2012,11,106,72," $19,280.00 "
1630,3983625,5/11/2012,2012,11,239,227," $41,855.96 "
1183,3566961,5/11/2012,2012,11,118,33," $9,891.75 "
1886,3135835,5/11/2012,2012,11,170,33," $8,697.00 "
1331,3214975,5/11/2012,2012,11,204,53," $9,182.25 "
1608,3783539,4/11/2012,2012,11,268,218," $24,067.20 "
1614,3554517,4/11/2012,2012,11,204,14," $2,425.50 "
1909,3801436,4/11/2012,2012,11,260,132," $22,500.00 "
1629,3260038,4/11/2012,2012,11,118,162," $48,559.50 "
1909,3523089,4/11/2012,2012,11,239,266," $49,047.08 "
1995,3682452,4/11/2012,2012,11,193,166," $16,807.50 "
1613,3876270,3/11/2012,2012,11,296,69," $17,056.80 "
1721,3811915,2/11/2012,2012,11,239,40," $7,375.50 "
1463,3029463,2/11/2012,2012,11,235,127," $10,795.00 "
1125,3661933,2/11/2012,2012,11,117,219," $84,047.33 "
1750,3571756,2/11/2012,2012,11,268,196," $21,638.40 "
1331,3166973,1/11/2012,2012,11,281,260," $52,000.00 "
1191,3499088,1/11/2012,2012,11,228,204," $29,548.13 "
1617,3278104,1/11/2012,2012,11,292,45," $11,362.50 "
1919,3932042,1/11/2012,2012,11,157,132," $42,011.20 "
1463,3886736,30/10/2012,2012,10,260,10," $1,704.55 "
1838,3306504,29/10/2012,2012,10,187,211," $69,208.00 "
1945,3785379,29/10/2012,2012,10,187,248," $81,344.00 "
1801,3367710,29/10/2012,2012,10,131,215," $94,331.25 "
1158,3301266,28/10/2012,2012,10,125,201," $29,848.50 "
1190,3623406,27/10/2012,2012,10,228,200," $28,968.75 "
1235,3900976,26/10/2012,2012,10,119,66," $19,714.91 "
1187,3638950,26/10/2012,2012,10,274,299," $101,415.36 "
1054,3357791,26/10/2012,2012,10,281,191," $38,200.00 "
1584,3070488,26/10/2012,2012,10,159,92," $11,615.00 "
1790,3350136,26/10/2012,2012,10,284,83," $4,963.40 "
1677,3166938,26/10/2012,2012,10,217,216," $69,336.00 "
1184,3841319,26/10/2012,2012,10,203,242," $14,810.40 "
1612,3201354,26/10/2012,2012,10,284,257," $15,368.60 "
1586,3921540,26/10/2012,2012,10,274,233," $79,029.36 "
1611,3880710,25/10/2012,2012,10,102,192," $56,021.33 "
1052,3802179,25/10/2012,2012,10,105,300," $144,583.33 "
1219,3723693,24/10/2012,2012,10,180,198," $24,255.00 "
1629,3443193,24/10/2012,2012,10,166,228," $73,150.00 "
1176,3851131,24/10/2012,2012,10,173,60," $24,212.23 "
1281,3348317,24/10/2012,2012,10,217,102," $32,742.00 "
1947,3920515,24/10/2012,2012,10,149,257," $41,610.64 "
1677,3433935,24/10/2012,2012,10,140,90," $37,885.91 "
1269,3488518,24/10/2012,2012,10,243,260," $78,975.00 "
1432,3962709,24/10/2012,2012,10,107,198," $17,082.00 "
1735,3938983,23/10/2012,2012,10,187,27," $8,856.00 "
1806,3572636,23/10/2012,2012,10,107,174," $15,011.45 "
1329,3611866,23/10/2012,2012,10,124,74," $8,140.00 "
1617,3936591,22/10/2012,2012,10,246,250," $10,312.50 "
1443,3895022,22/10/2012,2012,10,183,277," $62,417.33 "
1257,3753210,22/10/2012,2012,10,196,287," $35,875.00 "
1682,3406939,22/10/2012,2012,10,183,107," $24,110.67 "
1693,3900522,21/10/2012,2012,10,108,66," $4,356.00 "
1522,3757306,21/10/2012,2012,10,166,32," $10,266.67 "
1038,3622716,21/10/2012,2012,10,285,257," $39,562.42 "
1958,3370366,21/10/2012,2012,10,246,238," $9,817.50 "
1815,3896715,20/10/2012,2012,10,215,283," $62,877.45 "
1630,3830138,20/10/2012,2012,10,285,18," $2,770.91 "
1584,3259254,20/10/2012,2012,10,250,155," $50,805.56 "
1973,3509448,19/10/2012,2012,10,222,55," $4,725.05 "
1520,3353056,19/10/2012,2012,10,139,18," $1,752.00 "
1803,3216206,19/10/2012,2012,10,125,212," $31,482.00 "
1794,3559969,19/10/2012,2012,10,141,110," $25,560.00 "
1803,3247407,19/10/2012,2012,10,173,124," $50,038.61 "
1947,3526516,18/10/2012,2012,10,223,236," $29,795.00 "
1979,3020900,18/10/2012,2012,10,197,182," $7,313.09 "
1721,3040839,18/10/2012,2012,10,187,182," $59,696.00 "
1126,3290938,18/10/2012,2012,10,271,285," $71,509.09 "
1693,3634919,17/10/2012,2012,10,197,214," $8,598.91 "
1478,3503173,17/10/2012,2012,10,131,32," $14,040.00 "
1955,3684861,17/10/2012,2012,10,139,13," $1,265.33 "
1614,3022127,17/10/2012,2012,10,252,26," $5,233.80 "
1909,3678665,17/10/2012,2012,10,284,44," $2,631.20 "
1735,3978606,17/10/2012,2012,10,261,135," $42,606.00 "
1520,3326579,16/10/2012,2012,10,259,255," $103,672.80 "
1864,3438733,16/10/2012,2012,10,100,113," $39,817.09 "
1955,3885677,16/10/2012,2012,10,148,249," $39,133.46 "
1395,3846860,16/10/2012,2012,10,296,169," $41,776.80 "
1503,3974156,16/10/2012,2012,10,206,163," $48,117.60 "
1677,3351964,16/10/2012,2012,10,105,293," $141,209.72 "
1864,3765869,16/10/2012,2012,10,108,251," $16,566.00 "
1226,3226181,15/10/2012,2012,10,276,212," $37,206.00 "
1054,3690171,15/10/2012,2012,10,191,112," $28,224.00 "
1617,3653079,15/10/2012,2012,10,255,292," $73,584.00 "
1600,3491747,15/10/2012,2012,10,216,137," $52,242.67 "
1176,3691931,15/10/2012,2012,10,281,79," $15,800.00 "
1958,3088853,15/10/2012,2012,10,119,283," $84,535.14 "
1721,3183800,14/10/2012,2012,10,268,276," $30,470.40 "
1586,3355502,14/10/2012,2012,10,191,101," $25,452.00 "
1614,3308892,14/10/2012,2012,10,148,24," $3,771.90 "
1955,3873268,14/10/2012,2012,10,261,49," $15,464.40 "
1496,3805977,14/10/2012,2012,10,166,238," $76,358.33 "
1059,3502058,14/10/2012,2012,10,166,224," $71,866.67 "
1125,3805318,14/10/2012,2012,10,157,263," $83,704.13 "
1790,3580221,13/10/2012,2012,10,274,268," $90,900.73 "
1715,3073299,13/10/2012,2012,10,166,182," $58,391.67 "
1329,3666019,13/10/2012,2012,10,191,43," $10,836.00 "
1176,3467865,13/10/2012,2012,10,173,200," $80,707.44 "
1856,3107610,12/10/2012,2012,10,267,62," $14,947.64 "
1052,3126642,11/10/2012,2012,10,105,154," $74,219.44 "
1386,3845676,11/10/2012,2012,10,296,240," $59,328.00 "
1503,3263672,11/10/2012,2012,10,157,136," $43,284.27 "
1584,3690554,11/10/2012,2012,10,124,2, $220.00 
1219,3326788,11/10/2012,2012,10,108,196," $12,936.00 "
1587,3873200,10/10/2012,2012,10,166,150," $48,125.00 "
1463,3642544,10/10/2012,2012,10,157,88," $28,007.47 "
1790,3855565,10/10/2012,2012,10,260,184," $31,363.64 "
1130,3695682,9/10/2012,2012,10,106,74," $19,815.56 "
1947,3128099,9/10/2012,2012,10,214,136," $21,420.00 "
1190,3316790,9/10/2012,2012,10,113,200," $25,600.00 "
1464,3652488,9/10/2012,2012,10,203,258," $15,789.60 "
1412,3750836,8/10/2012,2012,10,157,93," $29,598.80 "
1176,3913908,8/10/2012,2012,10,159,59," $7,448.75 "
1575,3967204,8/10/2012,2012,10,271,103," $25,843.64 "
1038,3454488,8/10/2012,2012,10,254,56," $17,544.80 "
1166,3104460,7/10/2012,2012,10,119,257," $76,768.66 "
1575,3939178,7/10/2012,2012,10,187,114," $37,392.00 "
1269,3906309,6/10/2012,2012,10,207,137," $57,835.31 "
1864,3213694,6/10/2012,2012,10,284,276," $16,504.80 "
1038,3842546,6/10/2012,2012,10,157,187," $59,515.87 "
1760,3732586,6/10/2012,2012,10,296,287," $70,946.40 "
1584,3146621,6/10/2012,2012,10,285,219," $33,712.73 "
1183,3659908,5/10/2012,2012,10,222,63," $5,412.33 "
1677,3741857,5/10/2012,2012,10,131,188," $82,485.00 "
1760,3213756,5/10/2012,2012,10,110,175," $18,958.33 "
1184,3265207,5/10/2012,2012,10,172,187," $56,712.00 "
1958,3629124,4/10/2012,2012,10,228,40," $5,793.75 "
1054,3122892,4/10/2012,2012,10,124,135," $14,850.00 "
1611,3631347,4/10/2012,2012,10,296,169," $41,776.80 "
1148,3462012,3/10/2012,2012,10,113,92," $11,776.00 "
1947,3946816,3/10/2012,2012,10,157,39," $12,412.40 "
1125,3562147,3/10/2012,2012,10,110,172," $18,633.33 "
1628,3411385,3/10/2012,2012,10,113,269," $34,432.00 "
1259,3794753,3/10/2012,2012,10,191,58," $14,616.00 "
1395,3291050,2/10/2012,2012,10,180,92," $11,270.00 "
1375,3508163,2/10/2012,2012,10,227,182," $12,508.36 "
1569,3989500,2/10/2012,2012,10,173,116," $46,810.31 "
1443,3970434,2/10/2012,2012,10,131,60," $26,325.00 "
1815,3919545,2/10/2012,2012,10,100,103," $36,293.45 "
1917,3319494,1/10/2012,2012,10,148,25," $3,929.06 "
1467,3977813,1/10/2012,2012,10,140,268," $112,815.82 "
1587,3824456,30/09/2012,2012,9,217,193," $61,953.00 "
1331,3264184,30/09/2012,2012,9,286,229," $53,654.70 "
1392,3290889,29/09/2012,2012,9,217,207," $66,447.00 "
1721,3316977,29/09/2012,2012,9,230,181," $36,489.60 "
1979,3822734,29/09/2012,2012,9,250,69," $22,616.67 "
1886,3731952,29/09/2012,2012,9,180,59," $7,227.50 "
1496,3885360,28/09/2012,2012,9,196,25," $3,125.00 "
1803,3345485,28/09/2012,2012,9,250,221," $72,438.89 "
1856,3678268,28/09/2012,2012,9,146,220," $72,722.22 "
1455,3633528,28/09/2012,2012,9,169,114," $19,060.80 "
1801,3729195,28/09/2012,2012,9,108,113," $7,458.00 "
1575,3396582,27/09/2012,2012,9,157,178," $56,651.47 "
1760,3127417,27/09/2012,2012,9,169,261," $43,639.20 "
1801,3003765,27/09/2012,2012,9,173,24," $9,684.89 "
1887,3681383,27/09/2012,2012,9,184,101," $37,622.50 "
1917,3813738,27/09/2012,2012,9,284,201," $12,019.80 "
1909,3547208,27/09/2012,2012,9,166,290," $93,041.67 "
1478,3282343,27/09/2012,2012,9,235,205," $17,425.00 "
1054,3369048,26/09/2012,2012,9,108,228," $15,048.00 "
1630,3648367,26/09/2012,2012,9,114,32," $3,552.00 "
1721,3737203,26/09/2012,2012,9,102,66," $19,257.33 "
1496,3206739,25/09/2012,2012,9,107,115," $9,921.36 "
1864,3521798,25/09/2012,2012,9,299,193," $36,562.78 "
1104,3475952,25/09/2012,2012,9,286,130," $30,459.00 "
1979,3937582,25/09/2012,2012,9,225,291," $28,097.67 "
1917,3203959,24/09/2012,2012,9,180,169," $20,702.50 "
1794,3252211,24/09/2012,2012,9,166,135," $43,312.50 "
1158,3224825,24/09/2012,2012,9,285,29," $4,464.24 "
1137,3486653,23/09/2012,2012,9,148,55," $8,643.94 "
1715,3013733,23/09/2012,2012,9,260,174," $29,659.09 "
1503,3792356,23/09/2012,2012,9,252,267," $53,747.10 "
1887,3304357,23/09/2012,2012,9,113,244," $31,232.00 "
1412,3140267,23/09/2012,2012,9,180,249," $30,502.50 "
1176,3288437,23/09/2012,2012,9,239,290," $53,472.38 "
1190,3725925,22/09/2012,2012,9,288,134," $19,573.75 "
1148,3863313,22/09/2012,2012,9,246,110," $4,537.50 "
1126,3568720,22/09/2012,2012,9,296,99," $24,472.80 "
1052,3869535,21/09/2012,2012,9,159,118," $14,897.50 "
1269,3410097,21/09/2012,2012,9,227,13, $893.45 
1587,3508225,21/09/2012,2012,9,203,69," $4,222.80 "
1130,3786056,21/09/2012,2012,9,216,79," $30,125.33 "
1628,3041805,20/09/2012,2012,9,146,255," $84,291.67 "
1973,3436330,20/09/2012,2012,9,133,87," $18,753.33 "
1375,3367850,19/09/2012,2012,9,261,258," $81,424.80 "
1392,3538149,18/09/2012,2012,9,217,42," $13,482.00 "
1126,3738514,18/09/2012,2012,9,148,254," $39,919.28 "
1551,3552487,18/09/2012,2012,9,196,258," $32,250.00 "
1467,3088303,18/09/2012,2012,9,197,24, $964.36 
1077,3920437,18/09/2012,2012,9,255,136," $34,272.00 "
1269,3608385,17/09/2012,2012,9,180,177," $21,682.50 "
1806,3421446,17/09/2012,2012,9,210,199," $23,065.91 "
1973,3873563,16/09/2012,2012,9,246,162," $6,682.50 "
1465,3687545,16/09/2012,2012,9,239,42," $7,744.28 "
1126,3118189,16/09/2012,2012,9,204,16," $2,772.00 "
1187,3383248,16/09/2012,2012,9,271,286," $71,760.00 "
1958,3966415,16/09/2012,2012,9,184,95," $35,387.50 "
1715,3764327,16/09/2012,2012,9,292,82," $20,705.00 "
1331,3387654,15/09/2012,2012,9,173,71," $28,651.14 "
1629,3468127,15/09/2012,2012,9,252,84," $16,909.20 "
1331,3405458,15/09/2012,2012,9,108,181," $11,946.00 "
1629,3798655,15/09/2012,2012,9,197,148," $5,946.91 "
1520,3470852,14/09/2012,2012,9,157,7," $2,227.87 "
1465,3766421,14/09/2012,2012,9,140,18," $7,577.18 "
1126,3824623,14/09/2012,2012,9,180,196," $24,010.00 "
1917,3116470,14/09/2012,2012,9,239,23," $4,240.91 "
1628,3680646,14/09/2012,2012,9,230,252," $50,803.20 "
1496,3587673,14/09/2012,2012,9,260,179," $30,511.36 "
